Selection	View	Channel	Begin Time (s)	End Time (s)	Begin Path
297	Spectrogram 1	1	96.561152	96.59904	ch1-2018-11-20_10-26-36_0000010.wav
298	Spectrogram 1	1	96.60416	96.688128	ch1-2018-11-20_10-26-36_0000010.wav
299	Spectrogram 1	1	96.713728	96.726528	ch1-2018-11-20_10-26-36_0000010.wav
300	Spectrogram 1	1	97.133568	97.238528	ch1-2018-11-20_10-26-36_0000010.wav
301	Spectrogram 1	1	97.244672	97.284608	ch1-2018-11-20_10-26-36_0000010.wav
302	Spectrogram 1	1	97.4592	97.487872	ch1-2018-11-20_10-26-36_0000010.wav
303	Spectrogram 1	1	97.641472	97.704448	ch1-2018-11-20_10-26-36_0000010.wav
304	Spectrogram 1	1	97.776128	97.802752	ch1-2018-11-20_10-26-36_0000010.wav
305	Spectrogram 1	1	98.170368	98.210816	ch1-2018-11-20_10-26-36_0000010.wav
306	Spectrogram 1	1	98.553344	98.589184	ch1-2018-11-20_10-26-36_0000010.wav
307	Spectrogram 1	1	98.595328	98.627584	ch1-2018-11-20_10-26-36_0000010.wav
308	Spectrogram 1	1	98.827776	98.841088	ch1-2018-11-20_10-26-36_0000010.wav
309	Spectrogram 1	1	98.865152	98.876928	ch1-2018-11-20_10-26-36_0000010.wav
310	Spectrogram 1	1	99.008	99.08736	ch1-2018-11-20_10-26-36_0000010.wav
311	Spectrogram 1	1	99.2	99.241984	ch1-2018-11-20_10-26-36_0000010.wav
312	Spectrogram 1	1	99.409408	99.420672	ch1-2018-11-20_10-26-36_0000010.wav
313	Spectrogram 1	1	99.519488	99.533824	ch1-2018-11-20_10-26-36_0000010.wav
314	Spectrogram 1	1	99.67104	99.710464	ch1-2018-11-20_10-26-36_0000010.wav
315	Spectrogram 1	1	100.077568	100.132352	ch1-2018-11-20_10-26-36_0000010.wav
316	Spectrogram 1	1	100.22656	100.2368	ch1-2018-11-20_10-26-36_0000010.wav
317	Spectrogram 1	1	100.406784	100.442112	ch1-2018-11-20_10-26-36_0000010.wav
318	Spectrogram 1	1	100.71552	100.76416	ch1-2018-11-20_10-26-36_0000010.wav
319	Spectrogram 1	1	100.919808	100.953088	ch1-2018-11-20_10-26-36_0000010.wav
320	Spectrogram 1	1	101.000704	101.011456	ch1-2018-11-20_10-26-36_0000010.wav
321	Spectrogram 1	1	101.44768	101.508096	ch1-2018-11-20_10-26-36_0000010.wav
322	Spectrogram 1	1	101.847552	101.873152	ch1-2018-11-20_10-26-36_0000010.wav
323	Spectrogram 1	1	101.970432	101.993984	ch1-2018-11-20_10-26-36_0000010.wav
324	Spectrogram 1	1	102.591488	102.621184	ch1-2018-11-20_10-26-36_0000010.wav
325	Spectrogram 1	1	102.851072	102.895616	ch1-2018-11-20_10-26-36_0000010.wav
326	Spectrogram 1	1	103.584768	103.602688	ch1-2018-11-20_10-26-36_0000010.wav
327	Spectrogram 1	1	104.231424	104.253952	ch1-2018-11-20_10-26-36_0000010.wav
328	Spectrogram 1	1	104.331264	104.35584	ch1-2018-11-20_10-26-36_0000010.wav
329	Spectrogram 1	1	104.447488	104.530944	ch1-2018-11-20_10-26-36_0000010.wav
330	Spectrogram 1	1	104.558592	104.59648	ch1-2018-11-20_10-26-36_0000010.wav
331	Spectrogram 1	1	104.714752	104.792576	ch1-2018-11-20_10-26-36_0000010.wav
332	Spectrogram 1	1	104.849408	104.859648	ch1-2018-11-20_10-26-36_0000010.wav
333	Spectrogram 1	1	104.865792	104.922624	ch1-2018-11-20_10-26-36_0000010.wav
334	Spectrogram 1	1	104.930816	104.966656	ch1-2018-11-20_10-26-36_0000010.wav
335	Spectrogram 1	1	104.982528	105.05728	ch1-2018-11-20_10-26-36_0000010.wav
336	Spectrogram 1	1	105.060864	105.073152	ch1-2018-11-20_10-26-36_0000010.wav
337	Spectrogram 1	1	105.360896	105.375744	ch1-2018-11-20_10-26-36_0000010.wav
338	Spectrogram 1	1	105.384448	105.414656	ch1-2018-11-20_10-26-36_0000010.wav
339	Spectrogram 1	1	105.485824	105.509376	ch1-2018-11-20_10-26-36_0000010.wav
340	Spectrogram 1	1	105.587712	105.609216	ch1-2018-11-20_10-26-36_0000010.wav
341	Spectrogram 1	1	105.686528	105.71776	ch1-2018-11-20_10-26-36_0000010.wav
342	Spectrogram 1	1	105.772544	105.783296	ch1-2018-11-20_10-26-36_0000010.wav
343	Spectrogram 1	1	106.166272	106.194944	ch1-2018-11-20_10-26-36_0000010.wav
344	Spectrogram 1	1	106.269184	106.285568	ch1-2018-11-20_10-26-36_0000010.wav
345	Spectrogram 1	1	108.38272	108.416512	ch1-2018-11-20_10-26-36_0000010.wav
346	Spectrogram 1	1	109.097472	109.191168	ch1-2018-11-20_10-26-36_0000010.wav
347	Spectrogram 1	1	109.38112	109.42208	ch1-2018-11-20_10-26-36_0000010.wav
348	Spectrogram 1	1	109.52448	109.576704	ch1-2018-11-20_10-26-36_0000010.wav
349	Spectrogram 1	1	109.581824	109.598208	ch1-2018-11-20_10-26-36_0000010.wav
350	Spectrogram 1	1	110.467584	110.48448	ch1-2018-11-20_10-26-36_0000010.wav
351	Spectrogram 1	1	110.736896	110.774784	ch1-2018-11-20_10-26-36_0000010.wav
352	Spectrogram 1	1	110.870016	110.920704	ch1-2018-11-20_10-26-36_0000010.wav
353	Spectrogram 1	1	111.4752	111.489536	ch1-2018-11-20_10-26-36_0000010.wav
354	Spectrogram 1	1	111.6288	111.647744	ch1-2018-11-20_10-26-36_0000010.wav
355	Spectrogram 1	1	111.681536	111.695872	ch1-2018-11-20_10-26-36_0000010.wav
356	Spectrogram 1	1	112.18432	112.23296	ch1-2018-11-20_10-26-36_0000010.wav
357	Spectrogram 1	1	112.278528	112.288256	ch1-2018-11-20_10-26-36_0000010.wav
358	Spectrogram 1	1	112.361984	112.380928	ch1-2018-11-20_10-26-36_0000010.wav
359	Spectrogram 1	1	112.9472	112.996352	ch1-2018-11-20_10-26-36_0000010.wav
360	Spectrogram 1	1	113.02144	113.0368	ch1-2018-11-20_10-26-36_0000010.wav
361	Spectrogram 1	1	113.79712	113.849344	ch1-2018-11-20_10-26-36_0000010.wav
362	Spectrogram 1	1	114.146304	114.156544	ch1-2018-11-20_10-26-36_0000010.wav
363	Spectrogram 1	1	114.376704	114.403328	ch1-2018-11-20_10-26-36_0000010.wav
364	Spectrogram 1	1	115.01312	115.074048	ch1-2018-11-20_10-26-36_0000010.wav
365	Spectrogram 1	1	115.475456	115.503104	ch1-2018-11-20_10-26-36_0000010.wav
366	Spectrogram 1	1	116.92032	116.937216	ch1-2018-11-20_10-26-36_0000010.wav
367	Spectrogram 1	1	117.386752	117.412864	ch1-2018-11-20_10-26-36_0000010.wav
368	Spectrogram 1	1	117.464064	117.592576	ch1-2018-11-20_10-26-36_0000010.wav
369	Spectrogram 1	1	117.59616	117.610496	ch1-2018-11-20_10-26-36_0000010.wav
370	Spectrogram 1	1	117.680128	117.695488	ch1-2018-11-20_10-26-36_0000010.wav
371	Spectrogram 1	1	118.738432	118.753792	ch1-2018-11-20_10-26-36_0000010.wav
372	Spectrogram 1	1	118.980608	119.01696	ch1-2018-11-20_10-26-36_0000010.wav
373	Spectrogram 1	1	119.023616	119.059456	ch1-2018-11-20_10-26-36_0000010.wav
374	Spectrogram 1	1	119.292928	119.313408	ch1-2018-11-20_10-26-36_0000010.wav
375	Spectrogram 1	1	119.704064	119.714816	ch1-2018-11-20_10-26-36_0000010.wav
376	Spectrogram 1	1	119.931904	119.947776	ch1-2018-11-20_10-26-36_0000010.wav
