Selection	View	Channel	Begin Time (s)	End Time (s)	Begin Path
297	Spectrogram 1	1	108.398592	108.416512	ch1-2018-11-20_10-26-36_0000010.wav
298	Spectrogram 1	1	109.098496	109.193728	ch1-2018-11-20_10-26-36_0000010.wav
299	Spectrogram 1	1	109.38112	109.42208	ch1-2018-11-20_10-26-36_0000010.wav
300	Spectrogram 1	1	109.525504	109.569024	ch1-2018-11-20_10-26-36_0000010.wav
301	Spectrogram 1	1	109.582848	109.598208	ch1-2018-11-20_10-26-36_0000010.wav
302	Spectrogram 1	1	110.12096	110.132736	ch1-2018-11-20_10-26-36_0000010.wav
303	Spectrogram 1	1	110.462976	110.48448	ch1-2018-11-20_10-26-36_0000010.wav
304	Spectrogram 1	1	110.746624	110.774272	ch1-2018-11-20_10-26-36_0000010.wav
305	Spectrogram 1	1	110.870016	110.920192	ch1-2018-11-20_10-26-36_0000010.wav
306	Spectrogram 1	1	111.4752	111.489536	ch1-2018-11-20_10-26-36_0000010.wav
307	Spectrogram 1	1	111.62624	111.636992	ch1-2018-11-20_10-26-36_0000010.wav
308	Spectrogram 1	1	112.18432	112.232448	ch1-2018-11-20_10-26-36_0000010.wav
309	Spectrogram 1	1	112.278528	112.288768	ch1-2018-11-20_10-26-36_0000010.wav
310	Spectrogram 1	1	112.361472	112.380928	ch1-2018-11-20_10-26-36_0000010.wav
311	Spectrogram 1	1	112.9472	112.994816	ch1-2018-11-20_10-26-36_0000010.wav
312	Spectrogram 1	1	113.02144	113.035776	ch1-2018-11-20_10-26-36_0000010.wav
313	Spectrogram 1	1	113.79456	113.846272	ch1-2018-11-20_10-26-36_0000010.wav
314	Spectrogram 1	1	114.376704	114.403328	ch1-2018-11-20_10-26-36_0000010.wav
315	Spectrogram 1	1	115.01056	115.045888	ch1-2018-11-20_10-26-36_0000010.wav
316	Spectrogram 1	1	115.049472	115.074048	ch1-2018-11-20_10-26-36_0000010.wav
317	Spectrogram 1	1	115.475456	115.503104	ch1-2018-11-20_10-26-36_0000010.wav
318	Spectrogram 1	1	117.386752	117.412352	ch1-2018-11-20_10-26-36_0000010.wav
319	Spectrogram 1	1	117.464064	117.592576	ch1-2018-11-20_10-26-36_0000010.wav
320	Spectrogram 1	1	117.596672	117.611008	ch1-2018-11-20_10-26-36_0000010.wav
321	Spectrogram 1	1	117.66784	117.689344	ch1-2018-11-20_10-26-36_0000010.wav
322	Spectrogram 1	1	118.747136	118.765568	ch1-2018-11-20_10-26-36_0000010.wav
323	Spectrogram 1	1	118.812672	118.825472	ch1-2018-11-20_10-26-36_0000010.wav
324	Spectrogram 1	1	118.98368	119.015936	ch1-2018-11-20_10-26-36_0000010.wav
325	Spectrogram 1	1	119.02464	119.05792	ch1-2018-11-20_10-26-36_0000010.wav
326	Spectrogram 1	1	119.302656	119.31648	ch1-2018-11-20_10-26-36_0000010.wav
327	Spectrogram 1	1	119.932416	119.947264	ch1-2018-11-20_10-26-36_0000010.wav
